Actual,Predicted,Residual,AbsResidual,LogActual,LogPredicted,LogResidual,ActualZeroFlag
0.0,129.1797741903195,-129.1797741903195,129.1797741903195,0.0,4.868916373546942,-4.868916373546942,1
0.0,96.2151137589595,-96.2151137589595,96.2151137589595,0.0,4.576926190726187,-4.576926190726187,1
0.0,250.4955777653713,-250.4955777653713,250.4955777653713,0.0,5.527425405947316,-5.527425405947316,1
0.0,125.9527028422358,-125.9527028422358,125.9527028422358,0.0,4.843814598528502,-4.843814598528502,1
0.0,319.8262612955729,-319.8262612955729,319.8262612955729,0.0,5.770899734535788,-5.770899734535788,1
0.0,229.02063052770478,-229.02063052770478,229.02063052770478,0.0,5.4381690028471175,-5.4381690028471175,1
0.0,509.71604793137226,-509.71604793137226,509.71604793137226,0.0,6.235813756561837,-6.235813756561837,1
0.0,1419.607558384573,-1419.607558384573,1419.607558384573,0.0,7.25883991710747,-7.25883991710747,1
0.0,106.73881173877224,-106.73881173877224,106.73881173877224,0.0,4.679709888221568,-4.679709888221568,1
0.0,235.78763783467457,-235.78763783467457,235.78763783467457,0.0,5.467163696557061,-5.467163696557061,1
0.0,741.9720464536804,-741.9720464536804,741.9720464536804,0.0,6.610658421471226,-6.610658421471226,1
0.0,417.9071326416762,-417.9071326416762,417.9071326416762,0.0,6.037649254882932,-6.037649254882932,1
0.0,207.65238974099668,-207.65238974099668,207.65238974099668,0.0,5.340669660319668,-5.340669660319668,1
0.0,455.5181543761579,-455.5181543761579,455.5181543761579,0.0,6.123628467866744,-6.123628467866744,1
0.0,53.60212873371425,-53.60212873371425,53.60212873371425,0.0,4.000072869787819,-4.000072869787819,1
0.0,395.1199260479802,-395.1199260479802,395.1199260479802,0.0,5.981717008962133,-5.981717008962133,1
0.0,1104.8141123281005,-1104.8141123281005,1104.8141123281005,0.0,7.008337095920517,-7.008337095920517,1
0.0,512.6903995675628,-512.6903995675628,512.6903995675628,0.0,6.241620748506611,-6.241620748506611,1
0.0,40.8119335631438,-40.8119335631438,40.8119335631438,0.0,3.7331817907268805,-3.7331817907268805,1
0.0,233.0793036982406,-233.0793036982406,233.0793036982406,0.0,5.4556599626358135,-5.4556599626358135,1
0.0,128.27489175511965,-128.27489175511965,128.27489175511965,0.0,4.861941080959325,-4.861941080959325,1
0.0,43.10346733186399,-43.10346733186399,43.10346733186399,0.0,3.7865384036673775,-3.7865384036673775,1
0.0,527.8434256422473,-527.8434256422473,527.8434256422473,0.0,6.27069240627436,-6.27069240627436,1
0.0,234.6846855052611,-234.6846855052611,234.6846855052611,0.0,5.4624948333095595,-5.4624948333095595,1
0.0,356.9299758960751,-356.9299758960751,356.9299758960751,0.0,5.88033736921325,-5.88033736921325,1
0.0,38.55148713598738,-38.55148713598738,38.55148713598738,0.0,3.6776032949223576,-3.6776032949223576,1
0.0,233.56226885722205,-233.56226885722205,233.56226885722205,0.0,5.457721091473905,-5.457721091473905,1
0.0,199.28640640990062,-199.28640640990062,199.28640640990062,0.0,5.299748374217491,-5.299748374217491,1
0.0,118.12543813473305,-118.12543813473305,118.12543813473305,0.0,4.780177039908699,-4.780177039908699,1
0.0,347.0878223449647,-347.0878223449647,347.0878223449647,0.0,5.852454810996517,-5.852454810996517,1
0.0,463.1718763919023,-463.1718763919023,463.1718763919023,0.0,6.140254906894908,-6.140254906894908,1
0.0,213.9222156816463,-213.9222156816463,213.9222156816463,0.0,5.37027617513954,-5.37027617513954,1
0.0,274.387280250624,-274.387280250624,274.387280250624,0.0,5.618178398774129,-5.618178398774129,1
0.0,199.0832427606145,-199.0832427606145,199.0832427606145,0.0,5.298733493758171,-5.298733493758171,1
0.0,62.02660535222633,-62.02660535222633,62.02660535222633,0.0,4.14355694442315,-4.14355694442315,1
0.0,256.33725043874404,-256.33725043874404,256.33725043874404,0.0,5.550387483153032,-5.550387483153032,1
0.0,69.51740052485206,-69.51740052485206,69.51740052485206,0.0,4.255859495319524,-4.255859495319524,1
0.0,121.04248502635788,-121.04248502635788,121.04248502635788,0.0,4.804369222033471,-4.804369222033471,1
0.0,153.95893229417547,-153.95893229417547,153.95893229417547,0.0,5.043160128872212,-5.043160128872212,1
0.0,260.0042447154464,-260.0042447154464,260.0042447154464,0.0,5.56453667046802,-5.56453667046802,1
0.0,378.89952675128274,-378.89952675128274,378.89952675128274,0.0,5.939906814473622,-5.939906814473622,1
0.0,337.3203154590987,-337.3203154590987,337.3203154590987,0.0,5.8239931255919695,-5.8239931255919695,1
0.0,325.5335823200027,-325.5335823200027,325.5335823200027,0.0,5.788532798924933,-5.788532798924933,1
0.0,233.2282883163009,-233.2282883163009,233.2282883163009,0.0,5.456296230873301,-5.456296230873301,1
0.0,1182.3273576999231,-1182.3273576999231,1182.3273576999231,0.0,7.07608554395755,-7.07608554395755,1
0.0,261.2957122894072,-261.2957122894072,261.2957122894072,0.0,5.569472540149085,-5.569472540149085,1
0.0,56.357151766074224,-56.357151766074224,56.357151766074224,0.0,4.049297539655326,-4.049297539655326,1
0.0,458.53053938355663,-458.53053938355663,458.53053938355663,0.0,6.130205401793009,-6.130205401793009,1
0.0,203.48741144565963,-203.48741144565963,203.48741144565963,0.0,5.320506415865166,-5.320506415865166,1
0.0,427.5835693610942,-427.5835693610942,427.5835693610942,0.0,6.060485746702908,-6.060485746702908,1
0.0,274.0006488049988,-274.0006488049988,274.0006488049988,0.0,5.616773456954693,-5.616773456954693,1
0.0,117.09528791380293,-117.09528791380293,117.09528791380293,0.0,4.771491823286267,-4.771491823286267,1
0.0,149.56333037902502,-149.56333037902502,149.56333037902502,0.0,5.01438379553813,-5.01438379553813,1
0.0,799.589269739723,-799.589269739723,799.589269739723,0.0,6.685348043695389,-6.685348043695389,1
0.0,96.72530735414674,-96.72530735414674,96.72530735414674,0.0,4.58216055676639,-4.58216055676639,1
0.0,183.30257344726786,-183.30257344726786,183.30257344726786,0.0,5.216578827938399,-5.216578827938399,1
0.0,21.85954311071541,-21.85954311071541,21.85954311071541,0.0,3.129368671759034,-3.129368671759034,1
0.0,472.0477291701355,-472.0477291701355,472.0477291701355,0.0,6.159196290737569,-6.159196290737569,1
0.0,248.11387681405694,-248.11387681405694,248.11387681405694,0.0,5.517910128520836,-5.517910128520836,1
0.0,59.72799049217428,-59.72799049217428,59.72799049217428,0.0,4.106404720150337,-4.106404720150337,1
0.0,1609.0779591860687,-1609.0779591860687,1609.0779591860687,0.0,7.3840378786609095,-7.3840378786609095,1
0.0,183.9205231156709,-183.9205231156709,183.9205231156709,0.0,5.219926127991596,-5.219926127991596,1
0.0,269.5059502002558,-269.5059502002558,269.5059502002558,0.0,5.600294095088064,-5.600294095088064,1
0.0,335.83911322649755,-335.83911322649755,335.83911322649755,0.0,5.819605407533037,-5.819605407533037,1
0.0,208.7310927091407,-208.7310927091407,208.7310927091407,0.0,5.34582619925396,-5.34582619925396,1
0.0,507.11378738541805,-507.11378738541805,507.11378738541805,0.0,6.230705413412439,-6.230705413412439,1
0.0,106.05704349355918,-106.05704349355918,106.05704349355918,0.0,4.673361809167886,-4.673361809167886,1
0.0,55.6928412087006,-55.6928412087006,55.6928412087006,0.0,4.037647945420436,-4.037647945420436,1
0.0,73.67780987624528,-73.67780987624528,73.67780987624528,0.0,4.313182991465836,-4.313182991465836,1
0.0,380.71092779755423,-380.71092779755423,380.71092779755423,0.0,5.944663588624985,-5.944663588624985,1
0.0,138.04455962798608,-138.04455962798608,138.04455962798608,0.0,4.934794454621399,-4.934794454621399,1
0.0,111.98737065862578,-111.98737065862578,111.98737065862578,0.0,4.727276048383312,-4.727276048383312,1
0.0,2501.4644561845266,-2501.4644561845266,2501.4644561845266,0.0,7.825031307765641,-7.825031307765641,1
0.0,318.27112243631314,-318.27112243631314,318.27112243631314,0.0,5.76604065540626,-5.76604065540626,1
0.0,244.13424946087363,-244.13424946087363,244.13424946087363,0.0,5.501806017454277,-5.501806017454277,1
0.0,636.3650439385885,-636.3650439385885,636.3650439385885,0.0,6.45734255883926,-6.45734255883926,1
0.0,231.42475943695968,-231.42475943695968,231.42475943695968,0.0,5.4485665573277675,-5.4485665573277675,1
0.0,496.2220733194269,-496.2220733194269,496.2220733194269,0.0,6.209036753903383,-6.209036753903383,1
0.0,270.17452870695536,-270.17452870695536,270.17452870695536,0.0,5.602762630958348,-5.602762630958348,1
0.0,456.9866685279421,-456.9866685279421,456.9866685279421,0.0,6.126840075672945,-6.126840075672945,1
0.0,323.62666564831085,-323.62666564831085,323.62666564831085,0.0,5.78267580096185,-5.78267580096185,1
0.0,301.6575161192605,-301.6575161192605,301.6575161192605,0.0,5.712601856390011,-5.712601856390011,1
0.0,83.10350264331345,-83.10350264331345,83.10350264331345,0.0,4.4320482146646984,-4.4320482146646984,1
0.0,215.56918105280423,-215.56918105280423,215.56918105280423,0.0,5.377910039368636,-5.377910039368636,1
0.0,321.0525905470912,-321.0525905470912,321.0525905470912,0.0,5.774714856888792,-5.774714856888792,1
0.0,162.11066919979734,-162.11066919979734,162.11066919979734,0.0,5.094428922569024,-5.094428922569024,1
0.0,280.858170596045,-280.858170596045,280.858170596045,0.0,5.641404003272015,-5.641404003272015,1
0.0,335.2440700202994,-335.2440700202994,335.2440700202994,0.0,5.8178372951331765,-5.8178372951331765,1
0.0,145.57458057357553,-145.57458057357553,145.57458057357553,0.0,4.987534381332117,-4.987534381332117,1
0.0,138.78654995021554,-138.78654995021554,138.78654995021554,0.0,4.94011661594538,-4.94011661594538,1
0.0,584.2786507815239,-584.2786507815239,584.2786507815239,0.0,6.372088059946844,-6.372088059946844,1
0.0,337.5721321871381,-337.5721321871381,337.5721321871381,0.0,5.824737163261563,-5.824737163261563,1
0.0,605.2453493123036,-605.2453493123036,605.2453493123036,0.0,6.407284770984831,-6.407284770984831,1
0.0,64.953967097873,-64.953967097873,64.953967097873,0.0,4.188957030468269,-4.188957030468269,1
0.0,742.8673124967282,-742.8673124967282,742.8673124967282,0.0,6.611862675509637,-6.611862675509637,1
0.0,348.91981451022633,-348.91981451022633,348.91981451022633,0.0,5.857704026836371,-5.857704026836371,1
0.0,244.47278351011715,-244.47278351011715,244.47278351011715,0.0,5.503186079623071,-5.503186079623071,1
0.0,572.4014340295943,-572.4014340295943,572.4014340295943,0.0,6.351586054369745,-6.351586054369745,1
0.0,422.24111555607067,-422.24111555607067,422.24111555607067,0.0,6.0479420297854185,-6.0479420297854185,1
0.0,400.7315770907753,-400.7315770907753,400.7315770907753,0.0,5.995784146915956,-5.995784146915956,1
0.0,96.84727963470128,-96.84727963470128,96.84727963470128,0.0,4.583407892072904,-4.583407892072904,1
0.0,82.33891457130775,-82.33891457130775,82.33891457130775,0.0,4.422915601807114,-4.422915601807114,1
0.0,180.0564005176622,-180.0564005176622,180.0564005176622,0.0,5.198808587797006,-5.198808587797006,1
0.0,368.31544462042854,-368.31544462042854,368.31544462042854,0.0,5.911651142322856,-5.911651142322856,1
0.0,227.37235312872517,-227.37235312872517,227.37235312872517,0.0,5.4309774246090035,-5.4309774246090035,1
0.0,98.86423685158084,-98.86423685158084,98.86423685158084,0.0,4.603811632087314,-4.603811632087314,1
0.0,123.82142941303188,-123.82142941303188,123.82142941303188,0.0,4.8268841512351655,-4.8268841512351655,1
0.0,108.52066900562316,-108.52066900562316,108.52066900562316,0.0,4.6961132894862185,-4.6961132894862185,1
0.0,281.56725217338175,-281.56725217338175,281.56725217338175,0.0,5.643916583045254,-5.643916583045254,1
0.0,427.1770259638219,-427.1770259638219,427.1770259638219,0.0,6.05953672213291,-6.05953672213291,1
0.0,158.50487716207223,-158.50487716207223,158.50487716207223,0.0,5.072074499576042,-5.072074499576042,1
0.0,329.0057636186136,-329.0057636186136,329.0057636186136,0.0,5.799110119818956,-5.799110119818956,1
0.0,75.21807651425546,-75.21807651425546,75.21807651425546,0.0,4.3335986591558235,-4.3335986591558235,1
0.0,395.10223682581926,-395.10223682581926,395.10223682581926,0.0,5.981672351735933,-5.981672351735933,1
0.0,900.4151193875394,-900.4151193875394,900.4151193875394,0.0,6.80396588334368,-6.80396588334368,1
0.0,109.41019299749833,-109.41019299749833,109.41019299749833,0.0,4.70420245745693,-4.70420245745693,1
0.0,201.56246596813537,-201.56246596813537,201.56246596813537,0.0,5.311048312895015,-5.311048312895015,1
0.0,278.39810299472106,-278.39810299472106,278.39810299472106,0.0,5.632637657231885,-5.632637657231885,1
0.0,361.24929497010936,-361.24929497010936,361.24929497010936,0.0,5.892332634946611,-5.892332634946611,1
0.0,188.11336270769246,-188.11336270769246,188.11336270769246,0.0,5.242346637936111,-5.242346637936111,1
0.0,84.32919131654235,-84.32919131654235,84.32919131654235,0.0,4.446516615374115,-4.446516615374115,1
0.0,75.32934419134702,-75.32934419134702,75.32934419134702,0.0,4.335057454018551,-4.335057454018551,1
0.0,89.082544629619,-89.082544629619,89.082544629619,0.0,4.500726412545006,-4.500726412545006,1
0.0,291.09600086693973,-291.09600086693973,291.09600086693973,0.0,5.677082518327497,-5.677082518327497,1
0.0,97.12003478321294,-97.12003478321294,97.12003478321294,0.0,4.586191573886892,-4.586191573886892,1
0.0,81.28857455754476,-81.28857455754476,81.28857455754476,0.0,4.410232271284395,-4.410232271284395,1
0.0,1067.8270292831373,-1067.8270292831373,1067.8270292831373,0.0,6.974317091836803,-6.974317091836803,1
0.0,174.62178061706905,-174.62178061706905,174.62178061706905,0.0,5.168332708913983,-5.168332708913983,1
0.0,348.67151710387344,-348.67151710387344,348.67151710387344,0.0,5.856994191235048,-5.856994191235048,1
0.0,172.58886296762896,-172.58886296762896,172.58886296762896,0.0,5.156689646756056,-5.156689646756056,1
0.0,189.35701072645733,-189.35701072645733,189.35701072645733,0.0,5.248901312864522,-5.248901312864522,1
0.0,429.7516876186559,-429.7516876186559,429.7516876186559,0.0,6.065531793261434,-6.065531793261434,1
0.0,422.9564948669516,-422.9564948669516,422.9564948669516,0.0,6.049630843521688,-6.049630843521688,1
0.0,79.68575506368198,-79.68575506368198,79.68575506368198,0.0,4.39056204251625,-4.39056204251625,1
0.0,122.68110744413187,-122.68110744413187,122.68110744413187,0.0,4.817706538907464,-4.817706538907464,1
0.0,486.2091091815515,-486.2091091815515,486.2091091815515,0.0,6.188693413227369,-6.188693413227369,1
0.0,224.74931623632366,-224.74931623632366,224.74931623632366,0.0,5.419425163439014,-5.419425163439014,1
0.0,38.998518168275446,-38.998518168275446,38.998518168275446,0.0,3.6888424076346102,-3.6888424076346102,1
0.0,226.38905773665147,-226.38905773665147,226.38905773665147,0.0,5.426662461146592,-5.426662461146592,1
0.0,475.23175828785645,-475.23175828785645,475.23175828785645,0.0,6.1659046228996885,-6.1659046228996885,1
0.0,478.61567870312,-478.61567870312,478.61567870312,0.0,6.1729851138265195,-6.1729851138265195,1
0.0,812.1294773033937,-812.1294773033937,812.1294773033937,0.0,6.700890355543255,-6.700890355543255,1
0.0,447.08802060239105,-447.08802060239105,447.08802060239105,0.0,6.104989687675295,-6.104989687675295,1
0.0,461.92569693122255,-461.92569693122255,461.92569693122255,0.0,6.137566559417638,-6.137566559417638,1
0.0,243.72784498419423,-243.72784498419423,243.72784498419423,0.0,5.500146756309033,-5.500146756309033,1
0.0,264.46115691892425,-264.46115691892425,264.46115691892425,0.0,5.58146852835523,-5.58146852835523,1
0.0,82.98383027035224,-82.98383027035224,82.98383027035224,0.0,4.430624283531909,-4.430624283531909,1
0.0,213.24607372044517,-213.24607372044517,213.24607372044517,0.0,5.367125231617767,-5.367125231617767,1
0.0,317.71843457532395,-317.71843457532395,317.71843457532395,0.0,5.764308062785664,-5.764308062785664,1
0.0,1238.6933077702136,-1238.6933077702136,1238.6933077702136,0.0,7.122619295563993,-7.122619295563993,1
0.0,472.52854877773785,-472.52854877773785,472.52854877773785,0.0,6.160212203897781,-6.160212203897781,1
0.0,670.2049890010528,-670.2049890010528,670.2049890010528,0.0,6.50907458808284,-6.50907458808284,1
0.0,266.032163597016,-266.032163597016,266.032163597016,0.0,5.587369114055348,-5.587369114055348,1
0.0,53.09842195843376,-53.09842195843376,53.09842195843376,0.0,3.9908050164516666,-3.9908050164516666,1
0.0,174.29669099409267,-174.29669099409267,174.29669099409267,0.0,5.166479915503124,-5.166479915503124,1
0.0,589.5483719383604,-589.5483719383604,589.5483719383604,0.0,6.381051549197499,-6.381051549197499,1
0.0,226.04754461247157,-226.04754461247157,226.04754461247157,0.0,5.425159443182343,-5.425159443182343,1
0.0,154.17249955230668,-154.17249955230668,154.17249955230668,0.0,5.0445373984422055,-5.0445373984422055,1
0.0,189.7601428513932,-189.7601428513932,189.7601428513932,0.0,5.251016842283765,-5.251016842283765,1
0.0,60.234919453428674,-60.234919453428674,60.234919453428674,0.0,4.114717606104192,-4.114717606104192,1
0.0,412.48469144639273,-412.48469144639273,412.48469144639273,0.0,6.024620491883359,-6.024620491883359,1
0.0,158.21226408658848,-158.21226408658848,158.21226408658848,0.0,5.070238306162961,-5.070238306162961,1
0.0,171.0062641378419,-171.0062641378419,171.0062641378419,0.0,5.14753089555634,-5.14753089555634,1
0.0,590.0149599030027,-590.0149599030027,590.0149599030027,0.0,6.381841329950374,-6.381841329950374,1
0.0,27.937571807810784,-27.937571807810784,27.937571807810784,0.0,3.3651408133227965,-3.3651408133227965,1
0.0,37.156137829790204,-37.156137829790204,37.156137829790204,0.0,3.641686631546859,-3.641686631546859,1
0.0,72.58051470208657,-72.58051470208657,72.58051470208657,0.0,4.298380244787887,-4.298380244787887,1
0.0,215.94593370071303,-215.94593370071303,215.94593370071303,0.0,5.379648169043646,-5.379648169043646,1
0.0,338.64685276495265,-338.64685276495265,338.64685276495265,0.0,5.8279064094820665,-5.8279064094820665,1
0.0,130.7081785532593,-130.7081785532593,130.7081785532593,0.0,4.880588706694006,-4.880588706694006,1
0.0,318.0500843374089,-318.0500843374089,318.0500843374089,0.0,5.765348094653481,-5.765348094653481,1
0.0,94.71376804038975,-94.71376804038975,94.71376804038975,0.0,4.561362154781831,-4.561362154781831,1
0.0,136.28932880810513,-136.28932880810513,136.28932880810513,0.0,4.922090588035338,-4.922090588035338,1
0.0,93.4263291636227,-93.4263291636227,93.4263291636227,0.0,4.547819944894712,-4.547819944894712,1
0.0,206.27352567848874,-206.27352567848874,206.27352567848874,0.0,5.334039301100319,-5.334039301100319,1
0.0,139.36760848339642,-139.36760848339642,139.36760848339642,0.0,4.944264756166622,-4.944264756166622,1
0.0,29.44617419790619,-29.44617419790619,29.44617419790619,0.0,3.4159603441573885,-3.4159603441573885,1
0.0,189.83091517565825,-189.83091517565825,189.83091517565825,0.0,5.251387775111397,-5.251387775111397,1
0.0,540.3042323692725,-540.3042323692725,540.3042323692725,0.0,6.293981472669968,-6.293981472669968,1
0.0,221.84087470364707,-221.84087470364707,221.84087470364707,0.0,5.406457950399116,-5.406457950399116,1
0.0,111.63644952318317,-111.63644952318317,111.63644952318317,0.0,4.7241653713446174,-4.7241653713446174,1
0.0,709.4082568287165,-709.4082568287165,709.4082568287165,0.0,6.565839814398587,-6.565839814398587,1
0.0,929.574798804407,-929.574798804407,929.574798804407,0.0,6.835802458455432,-6.835802458455432,1
0.0,268.72509298326094,-268.72509298326094,268.72509298326094,0.0,5.59740326617091,-5.59740326617091,1
0.0,336.00554009677586,-336.00554009677586,336.00554009677586,0.0,5.820099369673543,-5.820099369673543,1
0.0,61.26101782373292,-61.26101782373292,61.26101782373292,0.0,4.131335512835713,-4.131335512835713,1
0.0,131.23158504039222,-131.23158504039222,131.23158504039222,0.0,4.884554817492216,-4.884554817492216,1
0.0,455.26346662253223,-455.26346662253223,455.26346662253223,0.0,6.123070420346118,-6.123070420346118,1
0.0,170.90062274476225,-170.90062274476225,170.90062274476225,0.0,5.146916535097554,-5.146916535097554,1
0.0,152.62088001473336,-152.62088001473336,152.62088001473336,0.0,5.034487749070815,-5.034487749070815,1
0.0,1347.2715439259669,-1347.2715439259669,1347.2715439259669,0.0,7.206578713267098,-7.206578713267098,1
0.0,244.75551778788451,-244.75551778788451,244.75551778788451,0.0,5.504337211625202,-5.504337211625202,1
0.0,184.85082801936903,-184.85082801936903,184.85082801936903,0.0,5.224944352043366,-5.224944352043366,1
0.0,225.93762755225532,-225.93762755225532,225.93762755225532,0.0,5.424675211233357,-5.424675211233357,1
0.0,61.09549779621374,-61.09549779621374,61.09549779621374,0.0,4.128673487055417,-4.128673487055417,1
