Customer_ID,KMeans_Cluster,KMeans_SegmentName,Agglomerative_Cluster,GaussianMixture_Cluster,DBSCAN_Cluster,FutureSpend90Days,RetentionLabel,Frequency,Monetary,AvgBasketValue,AvgQuantity,UniqueProducts,Recency,LifetimeDays,IsNewCustomer,PurchaseRate,RecencyFrequency,RevenuePerDay,AvgSpendPerProduct,ProductDiversityRate,AvgGapDays,StdGapDays,PurchasesLast30Days,SpendLast30Days,PurchasesLast90Days,SpendLast90Days,SpendPrior90Days,PurchasesPrior90Days,SpendTrendRatio,FrequencyLast90DaysRatio,ReturnRate,AvgGapDaysMissing
12378,0,Regular Mid-Value Customers,2,0,-1,0.0,0,2,5416.32,2708.16,1658.0,301,37,432,0,0.004629629629629629,18.5,12.537777777777777,17.994418604651162,150.5,432.0,0.0,0.0,0.0,1.0,4008.62,0.0,0.0,4008.62,1.0,0.0,0
12379,0,Regular Mid-Value Customers,2,0,0,362.40000000000003,1,3,1107.82,369.2733333333333,203.66666666666666,58,78,364,0,0.008241758241758242,26.0,3.043461538461538,19.100344827586206,19.333333333333332,182.0,98.99494936611666,0.0,0.0,1.0,414.84,0.0,0.0,414.84,1.0,0.016129032258064516,0
12380,3,At-Risk Inactive Customers,1,1,0,1865.26,1,6,6854.04,1142.34,415.8333333333333,203,93,476,0,0.012605042016806723,15.5,14.399243697478992,33.76374384236453,33.833333333333336,95.0,116.7433081593973,0.0,0.0,0.0,0.0,562.5500000000001,1.0,0.0,0.0,0.02336448598130841,0
12381,2,New / One-Time Customers,3,2,-1,446.07,1,1,1028.74,1028.74,562.0,61,27,1,1,1.0,27.0,1028.74,16.864590163934427,61.0,,0.0,1.0,1028.74,1.0,1028.74,0.0,0.0,1028.74,1.0,0.06060606060606061,1
12383,3,At-Risk Inactive Customers,1,1,0,0.0,0,5,1628.56,325.712,303.6,94,92,167,0,0.029940119760479042,18.4,9.751856287425149,17.325106382978724,18.8,41.25,18.5,0.0,0.0,0.0,0.0,481.68,3.0,0.0,0.0,0.01,0
12384,2,New / One-Time Customers,3,2,2,212.58,1,1,212.69,212.69,60.0,13,29,1,1,1.0,29.0,212.69,16.36076923076923,13.0,,0.0,1.0,212.69,1.0,212.69,0.0,0.0,212.69,1.0,0.0,1
12388,0,Regular Mid-Value Customers,2,3,0,1112.3200000000002,1,6,2788.79,464.79833333333335,216.5,116,56,434,0,0.013824884792626729,9.333333333333334,6.425783410138249,24.041293103448275,19.333333333333332,86.2,55.86770086552694,0.0,0.0,1.0,902.09,0.0,0.0,902.09,1.0,0.0,0
12393,3,At-Risk Inactive Customers,1,1,0,521.5,1,5,1877.9499999999998,375.59,203.4,82,153,182,0,0.027472527472527472,30.6,10.318406593406593,22.90182926829268,16.4,45.25,32.78592177546129,0.0,0.0,0.0,0.0,421.6,1.0,0.0,0.0,0.05747126436781609,0
12394,2,New / One-Time Customers,3,2,1,729.4,1,1,351.08,351.08,180.0,20,125,1,1,1.0,125.0,351.08,17.554,20.0,,0.0,0.0,0.0,0.0,0.0,351.08,1.0,0.0,0.0,0.0,1
12395,1,High-Value Loyalists,0,3,0,1008.0600000000001,1,11,3233.11,293.9190909090909,244.8181818181818,171,20,490,0,0.022448979591836733,1.8181818181818181,6.598183673469388,18.907076023391813,15.545454545454545,48.6,30.721689768341555,1.0,135.95,2.0,284.85,583.29,3.0,0.4875147615054169,0.5,0.010869565217391304,0
12397,2,New / One-Time Customers,3,2,3,1105.09,1,1,1109.81,1109.81,697.0,69,43,1,1,1.0,43.0,1109.81,16.084202898550725,69.0,,0.0,0.0,0.0,1.0,1109.81,0.0,0.0,1109.81,1.0,0.0,1
12399,0,Regular Mid-Value Customers,0,3,0,0.0,0,7,1842.3000000000002,263.1857142857143,312.85714285714283,103,27,525,0,0.013333333333333334,3.857142857142857,3.5091428571428573,17.886407766990292,14.714285714285714,87.33333333333333,45.22683569150805,1.0,194.62,1.0,194.62,839.03,3.0,0.23168220182612528,0.25,0.0,0
12405,2,New / One-Time Customers,3,2,-1,0.0,0,1,1390.39,1390.39,849.0,53,56,1,1,1.0,56.0,1390.39,26.233773584905663,53.0,,0.0,0.0,0.0,1.0,1390.39,0.0,0.0,1390.39,1.0,0.0,1
12406,3,At-Risk Inactive Customers,1,1,0,1794.05,1,4,4596.31,1149.0775,597.75,109,91,513,0,0.007797270955165692,22.75,8.959668615984405,42.16798165137615,27.25,170.66666666666666,61.07645481962205,0.0,0.0,0.0,0.0,1621.25,1.0,0.0,0.0,0.03508771929824561,0
12407,0,Regular Mid-Value Customers,2,3,0,264.76,1,4,1242.36,310.59,306.5,60,42,130,0,0.03076923076923077,10.5,9.556615384615384,20.706,15.0,42.666666666666664,30.74627348693388,0.0,0.0,2.0,791.4,450.96,2.0,1.7510399150367288,0.6666666666666666,0.0,0
12408,1,High-Value Loyalists,0,3,0,679.5,1,7,3226.27,460.8957142857143,262.85714285714283,130,6,399,0,0.017543859649122806,0.8571428571428571,8.085889724310777,24.81746153846154,18.571428571428573,66.16666666666667,41.527902266628715,1.0,582.28,2.0,1176.46,762.59,2.0,1.5406959232048612,0.6666666666666666,0.0684931506849315,0
12409,3,At-Risk Inactive Customers,0,1,-1,4865.59,1,5,18553.699999999997,3710.7399999999993,2146.8,219,90,382,0,0.013089005235602094,18.0,48.569895287958104,84.7200913242009,43.8,95.25,103.23234312300902,0.0,0.0,0.0,0.0,6207.08,1.0,0.0,0.0,0.017937219730941704,0
12412,0,Regular Mid-Value Customers,2,3,0,306.14,1,5,2098.79,419.758,351.6,106,45,401,0,0.012468827930174564,9.0,5.233890274314215,19.79990566037736,21.2,100.0,90.76342875850384,0.0,0.0,2.0,836.74,0.0,0.0,836.74,2.0,0.034782608695652174,0
12413,3,At-Risk Inactive Customers,1,1,0,176.20000000000002,1,3,695.25,231.75,77.66666666666667,39,144,166,0,0.018072289156626505,48.0,4.188253012048193,17.826923076923077,13.0,82.5,24.748737341529164,0.0,0.0,0.0,0.0,84.65,1.0,0.0,0.0,0.046511627906976744,0
12414,3,At-Risk Inactive Customers,2,1,-1,0.0,0,6,792.41,132.06833333333333,81.83333333333333,24,125,246,0,0.024390243902439025,20.833333333333332,3.221178861788618,33.01708333333333,4.0,49.0,67.50555532695068,0.0,0.0,0.0,0.0,328.65000000000003,2.0,0.0,0.0,0.24324324324324326,0
12415,1,High-Value Loyalists,0,3,-1,22826.649999999998,1,21,121281.72,5775.32,3846.3333333333335,811,7,428,0,0.04906542056074766,0.3333333333333333,283.3685046728972,149.54589395807645,38.61904761904762,20.95,22.220130749532412,3.0,24822.16,8.0,51203.98,12691.16,2.0,4.034299914277791,2.6666666666666665,0.06880733944954129,0
12417,1,High-Value Loyalists,0,3,0,742.58,1,18,5255.83,291.99055555555555,139.88888888888889,308,14,626,0,0.02875399361022364,0.7777777777777778,8.395894568690096,17.064383116883118,17.11111111111111,36.411764705882355,21.204536140674627,1.0,517.6899999999999,2.0,819.25,744.49,2.0,1.0989416357026922,0.6666666666666666,0.02694610778443114,0
12418,0,Regular Mid-Value Customers,0,0,0,0.0,0,4,2021.2,505.3,272.0,102,20,517,0,0.007736943907156673,5.0,3.909477756286267,19.815686274509805,25.5,172.0,124.30205147140573,1.0,668.58,1.0,668.58,0.0,0.0,668.58,1.0,0.009708737864077669,0
12421,0,Regular Mid-Value Customers,0,3,0,150.48,1,5,724.12,144.824,113.6,51,22,390,0,0.01282051282051282,4.4,1.8567179487179488,14.19843137254902,10.2,97.25,35.938605055473886,1.0,175.76,2.0,359.11,0.0,0.0,359.11,2.0,0.034482758620689655,0
12422,1,High-Value Loyalists,0,3,0,0.0,0,14,4697.8,335.5571428571429,184.35714285714286,164,3,625,0,0.0224,0.21428571428571427,7.5164800000000005,28.64512195121951,11.714285714285714,47.53846153846154,41.04187979900406,1.0,147.7,2.0,445.06,0.0,0.0,445.06,2.0,0.022727272727272728,0
12423,1,High-Value Loyalists,0,3,0,0.0,0,9,2107.75,234.19444444444446,174.44444444444446,139,8,364,0,0.024725274725274724,0.8888888888888888,5.790521978021978,15.163669064748202,15.444444444444445,45.0,29.169455648968544,1.0,153.98,1.0,153.98,916.45,4.0,0.16783475938743253,0.2,0.006711409395973154,0
12424,0,Regular Mid-Value Customers,2,0,-1,0.0,0,4,3340.03,835.0075,506.25,92,70,385,0,0.01038961038961039,17.5,8.675402597402599,36.30467391304348,23.0,128.33333333333334,130.0320473319302,0.0,0.0,2.0,1760.96,0.0,0.0,1760.96,2.0,0.05154639175257732,0
12426,3,At-Risk Inactive Customers,1,1,0,0.0,0,2,1201.21,600.605,288.0,75,102,468,0,0.004273504273504274,51.0,2.5666880341880343,16.016133333333332,37.5,468.0,0.0,0.0,0.0,0.0,0.0,510.73,1.0,0.0,0.0,0.06097560975609756,0
12428,1,High-Value Loyalists,0,3,0,328.34000000000003,1,8,6628.12,828.515,420.375,274,28,163,0,0.049079754601226995,3.5,40.66331288343558,24.19021897810219,34.25,23.0,30.099833886584822,1.0,485.14,2.0,957.58,701.32,3.0,1.3634525572388654,0.5,0.021052631578947368,0
12429,0,Regular Mid-Value Customers,0,3,0,905.52,1,7,4936.89,705.2700000000001,337.0,123,80,373,0,0.01876675603217158,11.428571428571429,13.235630026809652,40.137317073170735,17.571428571428573,62.0,55.46169849544819,0.0,0.0,1.0,963.4,381.98,1.0,2.5155360593242464,0.5,0.007874015748031496,0
12431,1,High-Value Loyalists,0,3,0,1582.88,1,21,8519.34,405.68285714285713,180.0952380952381,336,27,574,0,0.036585365853658534,1.2857142857142858,14.842055749128921,25.35517857142857,16.0,28.3,23.101834057972653,1.0,608.76,4.0,1716.04,947.25,2.0,1.8096915370419193,1.3333333333333333,0.020172910662824207,0
12432,2,New / One-Time Customers,2,2,-1,1042.66,1,2,3316.66,1658.33,713.0,75,80,1,1,2.0,40.0,3316.66,44.22213333333333,37.5,0.0,0.0,0.0,0.0,2.0,3316.6600000000003,0.0,0.0,3316.6600000000003,2.0,0.0,0
12434,3,At-Risk Inactive Customers,1,1,0,519.89,1,2,583.54,291.77,107.5,36,168,120,0,0.016666666666666666,84.0,4.862833333333333,16.209444444444443,18.0,120.0,0.0,0.0,0.0,0.0,0.0,286.25,1.0,0.0,0.0,0.1,0
12435,3,At-Risk Inactive Customers,1,1,-1,3850.9,1,5,10075.03,2015.006,756.4,95,175,469,0,0.010660980810234541,35.0,21.481940298507464,106.05294736842106,19.0,117.0,34.7754702819866,0.0,0.0,0.0,0.0,3978.9900000000002,1.0,0.0,0.0,0.0,0
12436,2,New / One-Time Customers,3,2,2,0.0,0,1,429.01000000000005,429.01000000000005,209.0,15,7,1,1,1.0,7.0,429.01000000000005,28.60066666666667,15.0,,0.0,1.0,429.01000000000005,1.0,429.01000000000005,0.0,0.0,429.01000000000005,1.0,0.0,1
12437,1,High-Value Loyalists,0,3,0,1830.1,1,31,9340.4,301.3032258064516,219.61290322580646,438,6,638,0,0.048589341692789965,0.1935483870967742,14.64012539184953,21.32511415525114,14.129032258064516,20.766666666666666,19.67088402082935,2.0,298.68,3.0,746.3199999999999,884.13,4.0,0.8431755787285483,0.6,0.03917525773195876,0
12438,2,New / One-Time Customers,3,2,3,1696.78,1,1,770.0699999999999,770.0699999999999,583.0,48,48,1,1,1.0,48.0,770.0699999999999,16.043125,48.0,,0.0,0.0,0.0,1.0,770.0699999999999,0.0,0.0,770.0699999999999,1.0,0.0,1
12444,0,Regular Mid-Value Customers,2,0,-1,1738.19,1,2,2347.27,1173.635,321.5,104,29,49,1,0.04081632653061224,14.5,47.9034693877551,22.569903846153846,52.0,49.0,0.0,1.0,477.07,2.0,2347.27,0.0,0.0,2347.27,2.0,0.0,0
12447,2,New / One-Time Customers,3,2,1,0.0,0,1,431.49,431.49,187.0,25,151,1,1,1.0,151.0,431.49,17.2596,25.0,,0.0,0.0,0.0,0.0,0.0,431.49,1.0,0.0,0.0,0.0,1
12449,0,Regular Mid-Value Customers,2,0,0,2139.41,1,3,2135.48,711.8266666666667,456.3333333333333,94,37,308,0,0.00974025974025974,12.333333333333334,6.933376623376623,22.717872340425533,31.333333333333332,154.0,137.17871555019022,0.0,0.0,1.0,687.95,768.9300000000001,1.0,0.8935227877859026,0.5,0.0,0
12450,0,Regular Mid-Value Customers,2,3,0,0.0,0,5,688.2,137.64000000000001,88.4,37,64,318,0,0.015723270440251572,12.8,2.1641509433962267,18.6,7.4,79.0,98.55286229565667,0.0,0.0,2.0,197.88,0.0,0.0,197.88,2.0,0.075,0
12451,3,At-Risk Inactive Customers,1,1,-1,3687.7,1,5,8942.18,1788.4360000000001,1377.8,352,126,311,0,0.01607717041800643,25.2,28.75299035369775,25.403920454545457,70.4,77.5,59.472682804797024,0.0,0.0,0.0,0.0,2388.31,1.0,0.0,0.0,0.008450704225352112,0
12453,2,New / One-Time Customers,3,2,3,0.0,0,1,707.09,707.09,473.0,43,42,1,1,1.0,42.0,707.09,16.443953488372095,43.0,,0.0,0.0,0.0,1.0,707.09,0.0,0.0,707.09,1.0,0.0,1
12455,0,Regular Mid-Value Customers,0,3,0,262.5,1,8,5460.45,682.55625,371.625,202,35,593,0,0.013490725126475547,4.375,9.208178752107926,27.031930693069306,25.25,84.28571428571429,48.123848161849665,0.0,0.0,2.0,157.06,236.4,1.0,0.6615838247683234,1.0,0.0,0
12456,0,Regular Mid-Value Customers,2,0,0,755.64,1,2,1825.4,912.7,531.0,84,39,123,0,0.016260162601626018,19.5,14.840650406504066,21.73095238095238,42.0,123.0,0.0,0.0,0.0,1.0,1045.23,780.17,1.0,1.3380314144168364,0.5,0.044444444444444446,0
12457,3,At-Risk Inactive Customers,1,1,0,1135.98,1,4,1419.9299999999998,354.98249999999996,160.25,44,141,201,0,0.01990049751243781,35.25,7.064328358208955,32.27113636363636,11.0,66.66666666666667,112.02380699357317,0.0,0.0,0.0,0.0,907.25,3.0,0.0,0.0,0.11320754716981132,0
12461,2,New / One-Time Customers,3,2,3,0.0,0,1,626.88,626.88,282.0,34,62,1,1,1.0,62.0,626.88,18.43764705882353,34.0,,0.0,0.0,0.0,1.0,626.88,0.0,0.0,626.88,1.0,0.0,1
12463,0,Regular Mid-Value Customers,2,0,0,322.99,1,3,877.79,292.59666666666664,190.33333333333334,58,83,66,0,0.045454545454545456,27.666666666666668,13.299848484848484,15.134310344827586,19.333333333333332,32.5,2.1213203435596424,0.0,0.0,1.0,301.84000000000003,575.9499999999999,2.0,0.5231649189704481,0.3333333333333333,0.046875,0
12464,0,Regular Mid-Value Customers,2,3,0,341.5,1,6,615.55,102.59166666666665,11.666666666666666,16,14,203,0,0.029556650246305417,2.3333333333333335,3.0322660098522167,38.471875,2.6666666666666665,40.2,30.96288100290411,1.0,145.1,2.0,175.7,151.0,2.0,1.1559210526315788,0.6666666666666666,0.0,0
12465,2,New / One-Time Customers,3,2,3,271.25,1,1,410.94,410.94,292.0,25,77,1,1,1.0,77.0,410.94,16.4376,25.0,,0.0,0.0,0.0,1.0,410.94,0.0,0.0,410.94,1.0,0.0,1
12468,3,At-Risk Inactive Customers,1,1,0,0.0,0,5,3238.74,647.7479999999999,435.4,145,95,495,0,0.010101010101010102,19.0,6.542909090909091,22.336137931034482,29.0,123.25,62.70233913765366,0.0,0.0,0.0,0.0,472.95000000000005,1.0,0.0,0.0,0.07975460122699386,0
12471,1,High-Value Loyalists,0,3,0,7723.65,1,65,27507.34,423.18984615384613,196.7076923076923,903,15,625,0,0.104,0.23076923076923078,44.011744,30.462170542635658,13.892307692307693,9.515625,12.3236669809413,3.0,1560.82,6.0,2431.08,2163.81,6.0,1.1229992470470849,0.8571428571428571,0.12987012987012986,0
12472,1,High-Value Loyalists,0,3,-1,1518.51,1,17,13452.78,791.34,544.3529411764706,734,46,587,0,0.028960817717206135,2.7058823529411766,22.9178534923339,18.328038147138965,43.1764705882353,35.9375,20.550648813764166,0.0,0.0,2.0,1698.76,556.18,1.0,3.0488531533795187,1.0,0.1347926267281106,0
12473,0,Regular Mid-Value Customers,0,0,0,2626.3,1,2,1013.75,506.875,422.0,62,22,77,0,0.025974025974025976,11.0,13.165584415584416,16.350806451612904,31.0,77.0,0.0,1.0,424.06,1.0,424.06,589.6899999999999,1.0,0.7179061775212041,0.5,0.1111111111111111,0
12474,1,High-Value Loyalists,0,3,0,2710.03,1,24,8600.72,358.3633333333333,244.16666666666666,511,6,568,0,0.04225352112676056,0.25,15.142112676056337,16.83115459882583,21.291666666666668,24.17391304347826,17.34581996781159,1.0,429.68,5.0,1516.93,1669.75,4.0,0.9079335627712106,1.0,0.07944732297063903,0
12476,1,High-Value Loyalists,0,3,0,3210.75,1,13,9109.16,700.7046153846154,329.2307692307692,386,49,360,0,0.03611111111111111,3.769230769230769,25.30322222222222,23.598860103626944,29.692307692307693,29.666666666666668,24.74353297818289,0.0,0.0,1.0,620.57,1452.87,2.0,0.42684008886626734,0.3333333333333333,0.07441860465116279,0
12477,1,High-Value Loyalists,0,3,-1,4385.71,1,6,15890.66,2648.443333333333,830.6666666666666,463,8,522,0,0.011494252873563218,1.3333333333333333,30.441877394636016,34.32107991360691,77.16666666666667,104.2,29.53303235362058,1.0,4257.0599999999995,1.0,4257.0599999999995,2221.02,1.0,1.9158513424721648,0.5,0.010683760683760684,0
12480,0,Regular Mid-Value Customers,0,3,0,992.68,1,6,3842.17,640.3616666666667,385.6666666666667,196,51,364,0,0.016483516483516484,8.5,10.555412087912089,19.602908163265308,32.666666666666664,72.4,34.58757002161325,0.0,0.0,1.0,503.68,645.02,1.0,0.7796662642023467,0.5,0.014634146341463415,0
12481,0,Regular Mid-Value Customers,0,3,0,1332.56,1,12,9700.95,808.4125,514.6666666666666,310,87,427,0,0.02810304449648712,7.25,22.718852459016396,31.293387096774197,25.833333333333332,38.45454545454545,45.6976227748526,0.0,0.0,1.0,911.21,1545.62,4.0,0.5891621729965991,0.2,0.012345679012345678,0
12483,1,High-Value Loyalists,0,3,0,620.9200000000001,1,17,3448.26,202.83882352941177,107.0,102,6,578,0,0.029411764705882353,0.35294117647058826,5.965847750865052,33.8064705882353,6.0,35.6875,33.852067883661114,1.0,291.45,1.0,291.45,651.0500000000001,4.0,0.44697492523579474,0.2,0.04918032786885246,0
12484,1,High-Value Loyalists,2,0,-1,728.67,1,8,4828.43,603.55375,364.0,390,11,577,0,0.01386481802426343,1.375,8.368162911611785,12.380589743589745,48.75,82.14285714285714,69.0565675646388,1.0,1241.99,2.0,2183.98,0.0,0.0,2183.98,2.0,0.019230769230769232,0
12490,1,High-Value Loyalists,0,3,0,1649.3400000000001,1,16,7115.3,444.70625,300.4375,365,1,645,0,0.024806201550387597,0.0625,11.031472868217055,19.493972602739728,22.8125,42.6,28.62017270587803,2.0,1333.88,4.0,2140.87,295.5,1.0,7.2204721753794265,2.0,0.0026109660574412533,0
12492,0,Regular Mid-Value Customers,1,0,-1,118.82000000000001,1,2,488.39,244.195,158.0,29,13,297,0,0.006734006734006734,6.5,1.6444107744107743,16.84103448275862,14.5,297.0,0.0,1.0,108.39000000000001,1.0,108.39000000000001,0.0,0.0,108.39000000000001,1.0,0.0,0
12493,0,Regular Mid-Value Customers,2,0,-1,0.0,0,2,415.74,207.87,103.0,21,73,31,1,0.06451612903225806,36.5,13.410967741935485,19.79714285714286,10.5,31.0,0.0,0.0,0.0,1.0,183.24,232.5,1.0,0.7847537473233405,0.5,0.043478260869565216,0
12494,0,Regular Mid-Value Customers,2,3,0,323.24,1,7,1240.03,177.14714285714285,89.28571428571429,76,69,414,0,0.016908212560386472,9.857142857142858,2.9952415458937196,16.316184210526316,10.857142857142858,68.33333333333333,56.10941691611727,0.0,0.0,1.0,135.22,367.09000000000003,1.0,0.3673558097204488,0.5,0.0989010989010989,0
12500,1,High-Value Loyalists,0,3,0,2411.98,1,13,3147.23,242.0946153846154,150.07692307692307,104,14,566,0,0.022968197879858657,1.0769230769230769,5.560477031802121,30.261826923076924,8.0,46.833333333333336,37.30423649675812,1.0,360.0,2.0,509.64,223.44000000000003,1.0,2.2707182320441985,1.0,0.04878048780487805,0
12502,1,High-Value Loyalists,0,3,0,0.0,0,5,2995.87,599.174,158.8,142,3,214,0,0.02336448598130841,0.6,13.999392523364486,21.097676056338027,28.4,53.25,25.578311124857326,1.0,896.35,2.0,1517.22,973.4,2.0,1.5570812807881773,0.6666666666666666,0.0,0
12506,2,New / One-Time Customers,3,2,1,0.0,0,1,73.5,73.5,23.0,23,140,1,1,1.0,140.0,73.5,3.1956521739130435,23.0,,0.0,0.0,0.0,0.0,0.0,73.5,1.0,0.0,0.0,0.0,1
12507,0,Regular Mid-Value Customers,2,3,0,0.0,0,4,1508.06,377.015,311.0,46,42,450,0,0.008888888888888889,10.5,3.3512444444444442,32.78391304347826,11.5,150.0,132.6386067478093,0.0,0.0,2.0,690.65,0.0,0.0,690.65,2.0,0.02,0
12510,0,Regular Mid-Value Customers,0,3,0,0.0,0,9,4450.02,494.4466666666667,224.77777777777777,139,50,592,0,0.015202702702702704,5.555555555555555,7.516925675675677,32.014532374100725,15.444444444444445,73.5,74.26016043997905,0.0,0.0,1.0,217.52,0.0,0.0,217.52,1.0,0.05844155844155844,0
12513,2,New / One-Time Customers,3,2,2,0.0,0,1,558.29,558.29,459.0,34,20,1,1,1.0,20.0,558.29,16.420294117647057,34.0,,0.0,1.0,558.29,1.0,558.29,0.0,0.0,558.29,1.0,0.0,1
12514,3,At-Risk Inactive Customers,1,1,0,0.0,0,2,1597.76,798.88,420.0,84,175,374,0,0.0053475935828877,87.5,4.2720855614973265,19.02095238095238,42.0,374.0,0.0,0.0,0.0,0.0,0.0,1017.68,1.0,0.0,0.0,0.0,0
12516,0,Regular Mid-Value Customers,2,0,0,656.86,1,3,1631.7600000000002,543.9200000000001,468.6666666666667,58,88,418,0,0.007177033492822967,29.333333333333332,3.9037320574162684,28.13379310344828,19.333333333333332,209.0,57.982756057296896,0.0,0.0,1.0,529.2,0.0,0.0,529.2,1.0,0.0,0
12517,0,Regular Mid-Value Customers,2,0,-1,870.15,1,2,1431.45,715.725,414.5,174,34,63,0,0.031746031746031744,17.0,22.72142857142857,8.226724137931035,87.0,63.0,0.0,0.0,0.0,1.0,681.75,749.7,1.0,0.9081523911016384,0.5,0.0,0
12518,2,New / One-Time Customers,3,2,2,1248.92,1,1,288.83,288.83,185.0,17,18,1,1,1.0,18.0,288.83,16.99,17.0,,0.0,1.0,288.83,1.0,288.83,0.0,0.0,288.83,1.0,0.0,1
12520,0,Regular Mid-Value Customers,2,3,0,516.41,1,4,1829.85,457.4625,271.75,117,50,131,0,0.030534351145038167,12.5,13.968320610687023,15.639743589743588,29.25,43.333333333333336,26.501572280401277,0.0,0.0,1.0,312.29,620.14,2.0,0.5027691019737902,0.3333333333333333,0.024193548387096774,0
12521,2,New / One-Time Customers,3,2,3,0.0,0,1,545.68,545.68,306.0,37,50,1,1,1.0,50.0,545.68,14.748108108108108,37.0,,0.0,0.0,0.0,1.0,545.68,0.0,0.0,545.68,1.0,0.0,1
