Customer_ID,PCA1,PCA2,KMeans_Cluster,Agglomerative_Cluster,GaussianMixture_Cluster,DBSCAN_Cluster
12451,-0.3075994412685143,-1.229880398184837,3,1,1,-1
12453,3.2206485480754243,4.084573570337797,2,3,2,3
12455,-1.8258397323751407,-0.5104056596989218,0,0,3,0
12456,0.0896180771899641,0.0378349667081898,0,2,0,0
12457,1.341425997029631,-2.179854236160825,3,1,1,0
12461,3.5562861434769557,3.85091140795654,2,3,2,3
12463,0.988658586883714,-0.3003702186503959,0,2,0,0
12464,-0.4143442544469642,0.3691218372538437,0,2,3,0
12465,3.962721925915973,3.478121944218098,2,3,2,3
12468,-0.0089801918435729,-2.0556908109935184,3,1,1,0
12471,-5.334757279822874,2.274147257819847,1,0,3,0
12472,-2.8631451802891354,0.077845707543614,1,0,3,-1
12473,-0.3695637714748491,0.8939734321051699,0,0,0,0
12474,-3.951839498745671,1.2722091597881455,1,0,3,0
12476,-1.7518257066165297,-0.1153366522247476,1,0,3,0
12477,-3.619494844513,1.340807090435139,1,0,3,-1
12480,-1.0054277602591728,-0.4821962036958636,0,0,3,0
12481,-1.554984848736034,-0.4599575866056823,0,0,3,0
12483,-2.420169348582335,0.0995596005606307,1,0,3,0
12484,-3.5922215045357277,1.7939349540820066,1,2,0,-1
12490,-4.346443982628793,1.7720494559093345,1,0,3,0
12492,-0.0307245546423522,-0.4077716219673311,0,1,0,-1
12493,2.350141340715913,0.6059484913431612,0,2,0,-1
12494,-0.2020165324712083,-1.3496742268587407,0,2,3,0
12500,-2.522464255576149,0.4375506725758457,1,0,3,0
12502,-2.1402347134464352,1.2763196475695415,1,0,3,0
12506,5.89491071444951,1.187749716942981,2,3,2,1
12507,-0.90799264632278,-0.5706518117034233,0,2,3,0
12510,-1.532506717882507,-0.7975206718489084,0,0,3,0
12513,2.4221237177626924,4.894254232144325,2,3,2,2
12514,1.715865394271002,-2.856017889491857,3,1,1,0
12516,-0.0095958866990478,-1.0524110988119089,0,2,0,0
12517,0.0867596511038626,0.2468855992166949,0,2,0,-1
12518,2.9811137594502584,4.403708663864405,2,3,2,2
12520,-0.0128206843155467,-0.2430428542788397,0,2,3,0
12521,3.493190788627716,3.809717975329421,2,3,2,3
12523,-3.124647673271669,0.6464183791717862,1,0,3,0
12524,-1.580192847713142,-0.5174698919972148,0,0,3,0
12526,2.026884587636776,4.996308299081795,2,3,2,2
12528,-1.1604838279200138,0.9585534605101056,0,0,3,0
12530,-1.2699461182487384,-0.7323561547632949,0,0,3,0
12534,2.8865300880681293,4.396239714988304,2,3,2,3
12535,5.035366231889594,2.220106285144548,2,3,2,1
12539,-0.3945295630993609,-2.080201097311406,3,1,1,0
12540,-4.5698542366739225,1.7126416244358798,1,0,3,0
12541,1.3910450967693928,-0.513931594437436,0,2,0,0
12545,5.169179924298848,1.9836367907109496,2,3,2,1
12547,2.030112167027914,-2.7754280455145874,3,1,1,0
12548,5.267302574519428,2.512816761144512,2,3,2,3
12553,-2.029233783080389,0.7879020412197835,1,0,3,0
12556,3.7400336298098216,3.269370311980905,2,3,2,3
12557,-1.6188868742260587,0.0366511761608684,0,0,3,-1
12560,2.7627119368014443,4.571870826314496,2,3,2,-1
12562,-1.011458940644236,-0.2938167350248115,0,2,3,0
12564,5.458599593575739,1.8475041666033212,2,3,2,1
12567,-4.076944758220722,1.4254747453662802,1,0,3,0
12569,-3.411789597988488,3.107242550423081,1,0,3,-1
12571,3.2716242689364483,4.228015603459797,2,3,2,2
12573,1.3168142702528,-2.340535041868373,3,1,1,0
12576,-2.111744585905569,0.5571867861187946,1,0,3,0
12580,1.9458136928510013,-2.738221677689876,3,1,1,0
12582,1.0030349300115808,-2.2302189551538274,3,1,1,0
12583,-3.843814954457407,1.4188575882267171,1,0,3,0
12584,0.288808068679374,-0.4322279816402746,0,2,0,-1
12585,1.5820766584955004,-1.3806949783769442,3,1,1,-1
12589,-1.3601230550166798,-1.3039956043250824,0,2,3,-1
12590,2.969886968120095,4.216873794659842,2,2,2,-1
12592,-2.1598028289809896,-0.2458459644127776,0,0,0,0
12593,0.0247822604803426,0.3706091166767625,0,0,0,0
12594,-2.3055698236845306,0.2464023804672828,1,0,3,0
12596,5.668935302056575,1.696593663842496,2,3,2,1
12597,1.5853897019715586,-1.121970922736176,3,1,1,0
12598,-0.8246758353335469,-1.2273583912482682,0,2,3,0
12599,-1.364389204410314,-0.2052305297773415,0,0,3,0
12600,-2.5249377801956565,0.2551646562103424,1,0,3,0
12601,1.581802584210101,-1.795729957744974,3,1,1,0
12604,6.004653596474401,1.507838723743639,2,3,2,1
12609,-0.0636589015045236,-1.935892102410288,3,1,1,0
12610,-0.1807435761905111,3.525058822053336,0,2,0,-1
12613,-0.3693004530602123,-1.8492470892855064,3,1,1,0
12615,-1.1455796621456067,-0.790361464675637,0,2,3,0
12616,-1.3763256361654594,0.2873979913550506,0,0,0,0
12619,-1.9613439096318648,0.1892418990210634,0,0,3,0
12620,4.79584946451809,2.3080984753928955,2,3,2,1
12621,-4.612352140857646,1.969578718107946,1,0,3,0
12622,5.808109103584323,1.6407345288265622,2,3,2,1
12624,-0.4648676580564744,1.6388465873884606,0,2,0,-1
12625,0.1594840449895826,-1.743114200521732,3,1,1,0
12626,-3.225337894429263,3.7061614274933614,1,2,0,-1
12627,-2.267153013982633,5.545362779334352,1,2,0,-1
12633,-1.319405435487869,-0.4180220658583956,0,0,3,0
12635,-0.4195065414019593,-0.8827089317456268,0,2,0,0
12637,-3.33508931870883,1.0249644822533135,1,0,3,0
12639,1.524554703810265,-2.4196780886647584,3,1,1,0
12641,3.609059761927507,3.9163657481187975,2,3,2,2
12642,2.759625204055033,4.5179603238750925,2,3,2,2
12643,-1.5903464277776664,0.0914378140947894,0,0,3,0
12644,-1.1238786427030407,-1.4572670895028978,0,2,0,0
12645,-2.18405959067533,-0.0232778455475873,1,0,3,0
12647,-2.6845143856445617,-0.0580459064064132,1,0,3,0
12648,-0.318199541770203,-1.6867657459619991,0,2,0,0
12649,-2.4580177460513646,0.1843426488656987,1,0,3,0
12653,-0.8432718919002702,0.0792801419797469,0,2,0,-1
12654,2.3096894483588897,-1.972351599202072,3,1,1,0
12656,-2.2909008516461293,0.3680946926965439,1,0,3,0
12662,-2.861153221200844,0.6484480358865145,1,0,3,0
12664,-0.5361770987259464,-1.0512607835068244,0,2,3,-1
12668,-0.3052609254765329,-1.6726674218992217,3,1,1,0
12669,0.0073210867751046,-0.186370495392155,0,2,0,0
12670,-2.0954899325577205,-0.3596763235448504,0,0,3,0
12674,1.8669088884105207,0.8877713700682656,0,2,0,-1
12676,-0.6502177066558799,-0.6805969339975589,0,0,3,0
12678,-4.019209701877145,1.6043697033811746,1,0,3,-1
12679,2.03599292465097,-1.324097963336181,3,1,1,0
12680,3.020227963165912,4.339982049443028,2,3,2,2
12681,-3.0286961980153784,-0.0192247137784236,1,0,3,0
12682,-5.44951952274864,2.598099543484933,1,0,3,0
12683,-3.9445053982614313,1.0262290150187932,1,0,3,0
12684,1.446338028544364,0.9003723772981533,0,2,0,-1
12685,0.1480174723804123,6.885969484080356,2,3,2,-1
12688,0.1659062550270368,8.351046239997707,2,2,2,-1
12689,3.44335932151432,3.80927861038274,2,3,2,3
12690,5.253467101243201,2.0853439466375288,2,3,2,1
12691,0.5508202450036476,-1.0502881695713473,0,2,3,0
12693,-0.4103073095917203,-0.8450644961746323,0,2,3,0
12694,1.38854041758547,-1.8254035882956836,3,1,1,0
12695,-1.4352181918469713,-0.8261135039314013,0,0,3,0
12697,1.321669076369482,1.8072270636799104,0,2,0,-1
12700,0.9348063290115528,1.1523611886564562,0,2,0,-1
12701,0.7136645586053266,-2.674445280779419,3,1,1,0
12704,-1.1932303665902126,2.4926656058485435,0,2,0,-1
12705,-1.6593725960318069,-0.2595604351745132,0,0,3,0
12708,-2.9398367031214425,0.397449937196296,1,0,3,0
12709,-4.327583355199888,1.4748562699191468,1,0,3,-1
12710,-1.1211319044915646,1.1552692163824916,0,0,0,0
12712,-2.975489548348351,0.3975925552272112,1,0,3,0
12714,-3.748675747289737,1.0943557917444156,1,0,3,0
12715,2.927514065895508,4.35999863242798,2,3,2,2
12716,3.2627267811899494,3.99087719094092,2,3,2,3
12717,-0.1361969473123672,-2.20515638407639,0,2,0,0
12720,-3.825646605853474,1.7918971061574722,1,0,3,0
12721,0.2886895466893965,-1.441776485836378,3,1,1,0
12722,-0.654954402432437,3.733696835319038,0,2,0,-1
12724,-0.0847367875179753,-1.106655631457665,0,2,3,0
12726,0.0692233268984736,-1.682810710814363,3,1,1,0
12727,-2.708971519265585,0.3206783478769175,1,0,3,0
12728,2.096718903068188,-1.820667683708129,3,1,1,0
12729,2.719014729022548,4.632095777687394,2,3,2,2
12731,-2.399276701376758,0.3091619295236781,1,0,3,0
12732,4.576703619485891,3.0491643673839084,2,3,2,3
12733,0.6356190607086701,-2.3642072456006105,3,1,1,0
12739,-2.137154967127436,0.4210042005110523,0,2,0,-1
12743,2.5431750289632724,4.277472544909195,2,3,2,-1
12744,-2.1820927553405705,0.0714409368035459,1,0,3,0
12747,-3.121366604123615,0.6201612658035937,1,0,3,0
12748,-10.939035285424334,7.827775753122252,1,0,3,-1
12749,-1.8502197396145004,-0.1942049760392931,0,2,3,-1
12750,3.9425462697827824,3.480806441936953,2,3,2,3
12753,-1.773601554660582,0.9397241868345508,1,0,3,-1
12754,1.194340136709246,-0.4579277082025394,3,0,1,-1
12757,-0.4306517825453612,0.5945211346766619,0,0,0,0
12758,-3.301578830970341,1.1978996558220838,1,2,3,-1
12759,-1.3872030135601867,-0.62003621884371,0,2,3,0
12763,1.0986095565437497,-0.9053447003376712,0,2,0,0
12766,-1.220752592474823,0.0284879469357066,0,0,3,0
12769,4.766135357248836,2.446084022327003,2,3,2,1
12770,1.2919271634709362,-1.5402453695951062,3,1,1,-1
12775,1.0183978222554415,-1.5381829200143733,3,1,1,0
12778,0.5234520503155042,-2.0732433895124,3,1,1,0
12779,-0.6442447295852409,-1.6994898789127892,3,1,1,0
12782,-1.080770446792871,-0.56719471922755,0,0,3,0
12787,2.0813677099697,-2.166736826484396,3,1,1,0
12790,2.009958140695753,-2.1764955510156723,3,1,1,0
12792,2.22010964725459,-2.684097589946997,3,1,1,0
12794,2.586822603956359,4.595770052436775,2,3,2,2
12798,-0.185332396626858,0.7979423433796696,0,2,0,-1
12802,0.1693270981531711,-2.063131563363895,3,1,1,0
12808,1.4708618116759558,-2.313268181964544,3,1,1,0
12809,-0.3391189642818119,-2.228444064719004,0,2,0,-1
12811,1.892910956174368,-2.017131695810464,3,1,1,0
12814,4.035671035579168,3.9127678703056072,2,3,2,-1
12815,1.608045095914329,0.8413744603612674,0,2,0,-1
12816,-0.5737109425457545,1.5251697809686977,0,2,0,-1
12818,4.993165101237583,2.497817944873236,2,3,2,-1
12821,2.7298981636379254,-3.246860907538621,3,1,1,0
12823,-1.1977787632214998,-0.2968270328130468,0,2,3,-1
12826,-0.7913141498298979,-1.289811183584228,0,2,3,0
12828,-0.1664137758079708,3.3445516630300705,0,2,0,-1
12830,-0.9355408820135932,6.026720170010172,0,2,0,-1
12831,2.2526371394150173,-2.9116821740492296,3,1,1,0
12832,2.7217889405158595,4.461516910557299,2,3,2,2
12833,3.78881821181495,3.609730667909672,2,3,2,3
12836,-1.9399629213283165,-0.6591781570294326,0,0,3,0
12837,0.8021932115333257,-1.9431472928548368,0,1,0,-1
12839,-4.21262616933717,1.4640510904978354,1,0,3,0
12840,-1.3066272065567892,-1.0373539717818483,0,0,3,0
12841,-3.365677863830141,1.2508239287894345,1,0,3,0
12843,-2.0567526155469,-0.3888082249427669,1,0,3,0
12844,0.0034533102080285,-1.9463048379833323,0,1,0,0
12845,3.553541292267141,-0.6032586464236087,3,2,1,-1
12849,0.8654067919922259,-2.181423283767367,3,1,1,0
12851,-0.3702136900537884,-0.8986820626044916,0,1,0,-1
12853,-1.818963277222973,-0.3430344881122908,0,0,3,0
12854,0.2619243707021824,-2.587926717211292,3,1,1,0
12857,0.2215093928921899,-1.8334074932724973,3,1,1,0
12864,1.4616399927661932,-1.5882384802815164,0,1,0,-1
12865,-1.0947570947632836,-0.4167042345409671,0,2,0,0
12867,-3.7108547451843057,0.7500871349094862,1,0,3,0
12868,0.5721684031074761,-1.3293189806182493,3,1,1,0
12871,2.455994619076283,-2.197132169826166,3,1,1,0
12875,-0.0132891939613237,-0.9856275978916156,0,2,3,-1
12876,0.701609950002272,-1.8833003507207349,3,1,1,0
12877,-1.593899994393546,-0.7638565357967878,0,0,3,0
12878,2.960464338777228,-0.1808136966908043,3,2,1,-1
12885,3.1821290203261303,4.0596107403856,2,3,2,3
12886,4.654362482215949,2.302684383673227,2,3,2,1
12888,3.5954603051051843,-0.5216732857607107,3,2,1,-1
12891,0.9421585982208198,-2.084109063940426,3,1,1,-1
12897,1.8480695765610475,-2.305973671975308,3,1,1,0
12901,-3.0479532800713574,2.66163676380694,1,0,3,-1
12902,6.062716318473078,1.4000286742049657,2,3,2,1
12904,4.187176642005596,3.058951646931505,2,3,2,3
12908,0.2165236653314349,-0.4969916787771433,0,2,0,-1
12909,0.234186037373841,-2.15354335818916,3,1,1,0
12910,-1.1830767953671697,-0.7020916403836659,0,0,3,0
12915,-0.1103045236908914,-1.3622366460281825,0,2,0,0
12916,-1.3466221682205632,-0.7903847303356525,0,0,3,0
12917,-1.396075207093911,-0.6112172142529848,0,2,3,-1
12919,0.3361468321666062,2.7494503548653446,0,2,0,-1
12921,-5.629328179219096,2.4497142463423653,1,0,3,0
12922,3.864828354060207,3.5172010731759045,2,3,2,3
12924,0.2370386446976737,-1.999638761700344,3,1,1,0
12928,-1.0206840272415267,-0.6402629316446278,0,0,3,0
12930,4.406327798715761,3.026476561477053,2,3,2,3
12931,-5.485107420800722,2.980895652414184,1,0,3,-1
12933,-0.8660709887573398,-1.5974868114007816,0,2,3,0
12935,-2.620208472175636,0.5589442797550541,1,0,3,0
12937,0.1378448660349333,-2.367313821712583,3,1,1,0
12939,-2.227888965200484,0.7393136376694032,1,0,3,-1
12942,0.2938681118536068,-1.171904013459067,0,2,0,0
12947,-0.1618705153882945,-0.6899913386601075,0,2,3,0
12948,-2.190364653335653,-1.1038978551522505,0,2,0,0
12949,-4.020760913179084,1.1350213898750474,1,0,3,0
12951,-0.9325526632663146,-1.1311807013172557,0,0,3,0
12955,-1.942713154286448,1.3937418899330405,1,0,3,0
12957,-0.781409766084832,-1.7920023463928385,3,1,1,0
12962,3.444347720176586,4.021402695081372,2,3,2,2
12968,3.737235315820578,3.954911449295584,2,3,2,2
12971,-7.239204554428928,4.719251924975992,1,0,3,-1
12974,2.143969428762761,-2.9387577008306813,3,1,1,0
12976,0.0726090356597405,-1.9817064315561943,3,1,1,0
12977,0.2722008782841267,-2.2234267824271265,0,1,0,0
12980,-2.0096579287683367,0.2141928993358128,1,0,3,-1
12981,4.256815936403929,3.231246917644905,2,3,2,3
12982,0.3803834633437122,-2.1086127688435297,3,1,1,0
12987,0.9212205500283096,-2.652001323789283,3,1,1,0
12989,-1.7339237081009593,-0.2381262793593606,1,0,3,-1
12990,1.1580117473569231,-2.146023749584061,3,1,1,0
12991,-0.1935419620284184,-0.0818740817719789,0,1,0,-1
12993,-1.3991225440355195,-0.6187390408516888,0,0,3,0
12994,-0.0286151332009307,0.1077246483138388,0,0,0,-1
12997,0.9443187008572697,-2.1942803585509507,3,1,1,0
12999,2.883397201613358,-0.5078914002327772,3,2,1,-1
13000,-1.320244434543922,-1.4041391773998493,0,0,0,0
13001,-2.734476849628486,-0.1999694244277638,1,0,3,0
13003,0.7919617371821687,0.2432855848439818,0,2,0,-1
13004,-3.835375724884413,1.0078886478295683,1,0,3,0
13005,0.3639826295599471,-1.3831147463157358,0,2,3,0
13012,-0.7427206903987447,-1.030815458724304,0,2,3,0
13013,-4.498610984685785,1.7591256225319896,1,0,3,0
13014,-2.068437709356412,0.6480200730765799,1,0,3,0
13015,-0.3569242418277845,-1.7018968463728616,3,1,1,0
13016,3.488300685740758,3.7805463212752617,2,3,2,3
13018,-4.054545621078551,1.2804897210480026,1,0,3,0
13021,-1.1950317784820828,-1.0817332032470726,0,0,3,0
13023,0.3051673886679284,-1.3498032220180114,0,1,0,-1
13026,-2.102861391223273,-0.2564599551139524,0,0,3,0
13027,-3.802229341204837,2.0246290059120606,1,0,3,-1
13029,-0.0166454406614386,-0.7991999445448795,0,2,3,-1
13035,2.4201648625994965,-2.0872001881299918,3,1,1,0
13037,-1.5616056766524151,-0.957123484642506,0,0,3,0
13038,2.160294024712589,-1.436514764888915,3,1,1,0
13045,-1.257582275136407,-0.5766893964472322,0,0,0,0
13046,2.546942132047178,-2.4276412813193278,3,1,1,0
13047,-2.454202917365406,-0.2490377543809936,1,0,3,0
13048,-2.371361054613451,0.10187371545782,1,0,3,0
13050,-4.1695808986814304,1.178926681241182,1,0,3,0
13052,0.0106563836526863,-2.1656113574896407,3,1,1,0
13055,1.438615650307626,-1.8866163004120835,3,1,1,0
13058,5.366578163909496,2.4277555802788755,2,3,2,3
13059,0.4635239706067449,-2.1822657964539243,3,1,1,0
13060,5.586937677272549,1.7937643642564969,2,3,2,1
13062,5.184646649528411,2.258038426964696,2,3,2,1
13064,-0.2709321044385705,-1.1705583957673762,0,2,3,0
13069,-4.108664057877845,1.577972469986716,1,0,3,0
13070,1.0882033248244944,-2.822974969888559,3,1,1,0
13072,6.06748443457043,1.5418778188884463,2,3,2,1
13075,3.207825380578264,4.425932120257493,2,3,2,3
13078,-4.819616153843055,1.9486174669702652,1,0,3,0
13079,1.704644691096442,-1.6093952652024046,0,1,0,0
13080,1.0381221985599862,-2.0459475011168307,0,2,0,0
13081,-3.619403288346108,0.4679606253695986,1,0,3,-1
13082,-2.4539414777572945,0.1725625528014622,1,0,3,0
13085,-1.0576318488934484,-1.5296039155399552,0,2,3,0
13089,-8.162811182878487,4.951219778668237,1,0,3,-1
13090,-1.893901049125084,0.3081128773616688,1,0,3,0
13092,0.3130606009489394,-1.980378471324281,3,1,1,0
13094,-0.4406291387667286,-0.1818753634878042,0,2,3,-1
13097,-3.1576009673705587,0.1378644713554123,1,0,3,0
13098,-4.468625474407172,3.342818227658751,1,0,3,-1
13099,3.4582331191093,4.597160559048637,2,3,2,-1
13101,1.3503758534844963,-3.0289032908044606,3,1,1,0
13102,-2.5649478924065265,0.2999047135179841,1,0,3,0
13104,0.0609724419250826,-1.12186972510392,0,2,3,0
13106,1.0244446823409268,-1.1499110985916292,0,2,0,0
13107,-1.1520881903204792,-0.5390920760589178,0,2,3,0
13109,0.6708212629583467,-1.5550404477318065,0,1,0,-1
13110,-1.5359043391425633,-0.8967513607385315,0,0,3,0
13113,-3.718769063282479,1.2899560448534633,1,0,3,-1
13115,-0.2822245065953995,-1.763585410246037,3,1,1,0
13116,3.5435411609020853,3.77654072831662,2,3,2,3
13117,-1.7524913512578475,-0.2739459754007832,1,0,3,0
13118,0.7547784424899875,-1.5710950436544957,3,1,1,0
13120,6.915577867382188,1.0701200921951382,2,3,2,1
13121,5.356247074050826,1.5472194341143342,2,3,2,1
13122,-0.3662558445108002,0.1600713143186613,0,0,0,0
13124,0.9741179421401918,-1.4319034784750038,3,1,1,0
13126,0.4343013152384116,-2.0249210981370678,3,1,1,0
13130,3.777337440238965,3.7649838870082855,2,3,2,-1
13131,0.1530385792924332,-2.2665094059381508,3,1,1,0
13132,6.539049447960474,1.2644234425512098,2,3,2,1
13134,0.8332507513426878,-1.7521549302588015,3,1,1,0
13135,1.1466961081961946,-1.2816204513941192,3,0,1,-1
13136,-1.9472189660271264,-0.6277123490371868,0,0,3,0
13137,-3.921785346824328,1.5537022291828015,1,0,3,0
13138,0.2647926835401438,-1.0884577129280604,0,2,3,0
13139,-1.9924689924374144,0.5543799530623982,1,0,3,0
13140,-1.9889739033311225,0.471373964338664,0,0,3,-1
13141,-0.7051233240931505,-1.6950417186952116,3,1,1,0
13145,0.2087315234430619,-1.0632735102788782,0,2,3,-1
13147,3.802290520203471,4.154219815679598,2,3,2,-1
13148,-2.9064727296960298,0.0541771759775501,1,0,3,0
13149,-1.3363676985892734,1.2229315544957575,0,0,0,-1
13157,-1.4105051043334491,-0.6118456948986954,0,0,3,0
13158,-2.763379889646496,2.102655596025315,1,0,3,-1
13159,-0.2233539840445636,3.959092228974354,0,2,0,-1
13162,-2.182737179134995,-0.3846833993473865,1,0,3,0
13167,-0.3412869832263376,-0.7955392189881874,0,2,0,-1
13168,0.6411208064818152,-2.389965540307914,3,1,1,0
13169,2.613687096369979,-2.7086931311461964,3,1,1,0
13178,-2.841167749529105,0.1727181256577508,1,0,3,0
13183,-2.8887324261215657,0.9799379065358004,1,0,3,0
13184,-0.7900960105388806,0.1899562605338663,0,2,3,0
13185,6.776303662865407,1.3079539689438349,2,3,2,1
13186,-0.8138394285938273,3.623751856842017,0,2,0,-1
13189,3.4385868232058705,3.834878562850055,2,3,2,2
13192,-2.586353124581463,-0.4048867984516039,1,0,3,0
13194,1.288092794746377,-1.2175542323691988,0,2,0,0
13196,1.0733943414623328,-2.485134537329186,3,1,1,0
13198,-2.3177110635588143,1.018664614914995,1,0,3,0
13199,-4.399813724309534,1.951675109988465,1,0,3,-1
13200,3.850353477101919,3.62152663288428,2,3,2,3
13203,-1.7935947783063435,-0.4028475517373751,0,0,3,0
13207,0.7449651079235784,-1.766548538636589,0,2,0,-1
13208,-0.7953014394194677,-1.66425815521668,0,2,3,0
13209,-2.2302095456398123,-0.1358455934534382,0,0,3,0
13210,2.1644040266115274,4.80274687589399,2,3,2,2
13211,-2.8440167131358867,0.2353721582977535,1,0,3,0
13213,-1.2655166603834302,-0.7758370725110754,0,0,3,0
13216,5.874658225526955,1.912147024143163,2,3,2,1
13217,-0.8919151386540709,-1.2877902007648332,0,2,0,-1
13218,4.890094082091295,2.697805821279172,2,3,2,3
13220,0.732075844568785,-2.801176582725658,3,1,1,0
13221,2.096044996906884,-1.7906966846258423,3,1,1,0
13223,1.2155947074234947,-2.272240660829832,3,1,1,0
13224,3.0750051168005488,4.521996955508548,2,3,2,3
13225,-1.9109734927408968,-0.1292156866985566,1,0,3,0
13227,5.45257698399899,2.0399647187138776,2,3,2,1
13229,5.767264950530434,1.673735529952028,2,3,2,1
13230,-2.409739915223294,-0.3607706275390307,1,0,3,0
13232,-1.2824380970794336,0.5933740063839905,0,0,3,0
13235,4.486586503968009,2.4898999993119237,2,3,2,1
13236,2.621049690076993,4.742980786745838,2,3,2,2
13238,0.3933207999006113,-1.409007431166581,0,2,3,0
13239,1.2194115949155344,-2.221694227217851,3,1,1,0
13240,-2.284512119672467,-0.1511870026650976,1,0,3,0
13242,-1.036560410248862,-0.8477709861628633,0,0,3,0
13243,0.444163226637647,-2.782031136688732,3,1,1,0
13244,2.562333124745212,4.016334952112812,2,3,2,2
13246,-0.8700964829399698,-0.7869508094169414,0,2,3,0
13248,1.2143483024003692,-0.2752434207656387,0,2,0,0
13249,-2.43798792319901,0.5336640844808633,1,0,3,0
13253,-0.891372678861586,-0.9096931559780912,0,2,0,0
13258,1.9182565351690068,-2.3565741568761616,3,1,1,0
13261,3.6407473038446185,0.0708548473506672,3,2,1,-1
13262,1.9496357534543296,-2.931345640326873,3,1,1,0
13263,-3.9691970098009657,1.8316965738073896,1,0,3,0
13265,1.3597830466601972,-1.0146198622830465,3,1,1,0
13266,-2.858551633533005,0.2318873539722834,1,0,3,0
13267,-4.063036020633162,1.2119651566532192,1,0,3,0
13268,-0.0890059683922711,-0.2018323023195651,0,2,3,0
13269,-3.366971269482458,0.5986217695513784,1,0,3,0
13273,3.448690606619273,3.85358890916218,2,3,2,2
13276,-1.9737094044116192,-0.6635106997523843,0,0,0,0
13277,-0.6359692750150215,-0.346740436870141,0,2,3,-1
13280,-1.3440081268492534,-1.087174344751482,0,2,3,0
13282,0.5167616229005432,-1.2352357677763743,0,2,0,0
13283,1.6258979286268609,-3.701251011239242,3,1,1,-1
13285,-0.9546155744649072,-1.4357783521874468,0,2,3,0
13291,-1.491838674676894,-0.8261303557111247,0,2,3,0
13294,0.3699783328298709,-3.3625120748243944,3,2,1,-1
13296,-0.2395114262822459,-1.48263362006445,0,2,3,0
13299,1.716868925390521,-2.34496671896341,3,1,1,0
13300,0.166060962040276,-1.0431463637855627,0,2,0,0
